ESCL #,WSU ID,SAMPLE ID,YEAR,LOCATION,PLOT,ENTRY,POP,ID,Taurine ,Hydroxyproline,Aspartic Acid,Threonine,Serine,Glutamic Acid,Proline,Lanthionine ,Glycine,Alanine,Cysteine,Valine,Methionine,Isoleucine,Leucine,Tyrosine,Phenylalanine,Hydroxylysine,Ornithine ,Lysine,Histidine,Arginine,Tryptophan,SAA,AAA,Total AA,Total Essential AA,Total Nonessential AA,Crude protein,Moisture,Crude Fat,Crude Fiber,Ash,Crude Carbohydrates,newEntry,locEntry,newLocation,LeuRank,LeuLocRank
3617,85,2016_Sq_8,2016,Sq,8,WWA15FS8,102,Sq.102.FS8,1.34,0.45,8.65,3.93,4.01,14.54,3.93,0,6.07,4.64,2.05,5.17,2.23,4.28,6.69,3.03,4.19,0.09,0.09,6.33,2.85,8.12,1.16,4.28,7.23,93.84,36.83,57.01,11.21,6.56,6.59,2,2.98,70.66,FS8,FS8.Sq,Sequim,8,71
3622,90,2016_Sq_95,2016,Sq,95,WWA15FS80,104,Sq.104.FS80,1.28,0.51,8.13,3.68,3.85,14.38,3.85,0,5.82,4.45,1.97,5.05,2.31,4.11,6.51,2.91,4.02,0.09,0.09,5.99,2.83,8.22,1.11,4.28,6.93,91.16,35.61,55.55,11.68,6.65,5.6,2.04,2.9,71.13,FS80,FS80.Sq,Sequim,15,72
3614,82,2016_Sq_69,2016,Sq,69,Kaslaea,0,Sq.0.Kaslaea,1.17,0.5,8.16,3.66,3.83,13.57,3.91,0,5.83,4.5,2,5.08,2.33,4.16,6.49,2.91,4.08,0.17,0.08,6,2.83,8.24,1.17,4.33,6.99,90.67,35.8,54.87,12.01,7.05,6.79,2.17,2.98,69,Kaslaea,Kaslaea.Sq,Sequim,19,73
3596,64,2016_Sq_109,2016,Sq,109,WWA15FS92,105,Sq.105.FS92,1.18,0.42,8.38,3.64,3.98,14.21,4.48,0,5.58,4.31,1.95,4.91,2.28,4.15,6.43,2.79,4.06,0.17,0.08,5.58,2.79,8.21,1.02,4.23,6.85,90.6,34.86,55.74,11.82,7.16,5.63,2.64,2.94,69.81,FS92,FS92.Sq,Sequim,26,74
3609,77,2016_Sq_51,2016,Sq,51,WWA15FS42,108,Sq.108.FS42,1.18,0.42,8.26,3.63,3.79,14.33,3.88,0,5.56,4.3,1.94,4.89,2.19,4.22,6.41,2.61,3.96,0.17,0.08,5.65,2.78,8.09,1.1,4.13,6.58,89.44,34.83,54.61,11.86,7.09,5.91,2.86,2.73,69.55,FS42,FS42.Sq,Sequim,30,75
3619,87,2016_Sq_85,2016,Sq,85,WWA15FS71,104,Sq.104.FS71,1.32,0.53,8.11,3.62,3.88,14.37,3.7,0,5.82,4.32,1.94,4.85,2.2,4.14,6.35,2.73,3.97,0.09,0.09,6,2.82,8.11,1.23,4.14,6.7,90.19,35.18,55.01,11.34,6.6,6.5,1.86,2.93,70.77,FS71,FS71.Sq,Sequim,37,76
3594,62,2016_Sq_102,2016,Sq,102,WWA15FS86,108,Sq.108.FS86,1.36,0.6,7.93,3.67,3.84,12.96,4.01,0,5.63,4.35,1.79,4.86,2.22,4.01,6.31,2.81,3.92,0.17,0.09,5.8,2.73,7.76,1.19,4.01,6.73,88.01,34.71,53.3,11.73,6.99,6.57,2.48,3.04,69.19,FS86,FS86.Sq,Sequim,39,77
3618,86,2016_Sq_83,2016,Sq,83,WWA15FS69,108,Sq.108.FS69,1.17,0.5,7.97,3.61,3.86,14.01,3.86,0,5.7,4.36,1.93,4.87,2.18,4.03,6.29,2.85,3.94,0.17,0.17,5.87,2.77,7.97,1.17,4.11,6.8,89.25,34.73,54.52,11.92,6.55,6.08,2.02,2.89,70.54,FS69,FS69.Sq,Sequim,41,78
3603,71,2016_Sq_31,2016,Sq,31,WWA15FS26,108,Sq.108.FS26,1.27,0.34,7.97,3.56,3.73,12.47,3.9,0,5.6,4.33,1.87,4.83,2.12,4.07,6.28,2.8,3.9,0.08,0.08,5.85,2.71,7.72,1.36,3.99,6.7,86.84,34.68,52.16,11.79,6.85,5.71,2.17,2.89,70.59,FS26,FS26.Sq,Sequim,42,79
3611,79,2016_Sq_59,2016,Sq,59,WWA15FS49,106,Sq.106.FS49,0.9,0.45,8.07,3.36,3.73,14.41,3.66,0,5.53,4.03,1.79,4.71,2.09,4.18,6.27,2.46,3.88,0,0.07,5.3,2.84,8.14,1.05,3.88,6.35,86.92,33.68,53.24,13.39,6.97,6.86,2.69,3.22,66.87,FS49,FS49.Sq,Sequim,43,80
3623,91,2016_Sq_97,2016,Sq,97,WWA15FS81,108,Sq.108.FS81,1.36,0.55,7.82,3.64,3.73,13.64,3.73,0,5.64,4.36,1.91,4.91,2.18,4,6.27,2.82,3.91,0.18,0.09,5.91,2.64,7.64,1.18,4.09,6.73,88.11,34.64,53.47,11,6.6,6.2,2,2.96,71.24,FS81,FS81.Sq,Sequim,44,81
3607,75,2016_Sq_44,2016,Sq,44,WWA15FS36,102,Sq.102.FS36,1.2,0.48,7.83,3.52,3.6,12.63,3.68,0,5.6,4.24,1.76,4.72,2.08,4,6.24,2.72,3.84,0.16,0.08,5.68,2.72,7.59,1.2,3.84,6.55,85.57,34,51.57,12.51,7,6.12,2.11,2.81,69.45,FS36,FS36.Sq,Sequim,48,82
3602,70,2016_Sq_29,2016,Sq,29,WWA15FS24,102,Sq.102.FS24,1.32,0.33,7.84,3.55,3.71,12.87,3.88,0,5.61,4.37,1.82,4.79,2.15,3.96,6.19,2.72,3.88,0.08,0.08,5.86,2.72,7.67,1.24,3.96,6.6,86.64,34.34,52.3,12.12,6.93,5.67,1.95,2.83,70.5,FS24,FS24.Sq,Sequim,58,83
3608,76,2016_Sq_45,2016,Sq,45,WWA15FS37,106,Sq.106.FS37,1.13,0.43,8.16,3.47,3.73,13.63,3.73,0,5.3,4.17,1.82,4.77,2.08,4.08,6.16,2.43,3.82,0.17,0.09,5.38,2.69,7.55,1.04,3.91,6.25,85.83,33.49,52.34,11.52,7.37,4.86,4.76,2.96,68.53,FS37,FS37.Sq,Sequim,62,84
3620,88,2016_Sq_91,2016,Sq,91,WWA15FS76,102,Sq.102.FS76,1.27,0.42,7.85,3.54,3.63,13.67,3.63,0,5.49,4.22,1.86,4.73,2.11,3.97,6.16,2.7,3.8,0.17,0.08,5.65,2.62,7.59,1.18,3.97,6.5,86.34,33.76,52.58,11.85,6.6,6.61,2.01,2.88,70.05,FS76,FS76.Sq,Sequim,63,85
3600,68,2016_Sq_24,2016,Sq,24,WWA15FS21,104,Sq.104.FS21,1.4,0.44,7.79,3.5,3.85,13.05,3.94,0,5.52,4.29,1.93,4.64,2.1,3.94,6.13,2.71,3.85,0.09,0.09,5.78,2.71,7.88,1.31,4.03,6.57,86.94,33.96,52.98,11.42,7.02,5.79,2.1,3.11,70.56,FS21,FS21.Sq,Sequim,69,86
3613,81,2016_Sq_64,2016,Sq,64,WWA15FS54,108,Sq.108.FS54,1.24,0.33,7.71,3.48,3.56,13.17,3.65,0,5.55,4.23,1.82,4.72,2.15,3.89,6.13,2.73,3.81,0.08,0.08,5.72,2.65,7.62,0.91,3.98,6.55,85.23,33.46,51.77,12.07,7.12,6.12,2.12,2.96,69.61,FS54,FS54.Sq,Sequim,70,87
3601,69,2016_Sq_25,2016,Sq,25,CO407Dave,0,Sq.0.CO407Dave,1.15,0.46,7.96,3.52,3.83,13.54,3.67,0,5.51,4.21,1.91,4.59,2.14,3.9,6.12,2.68,3.83,0.08,0.08,5.66,2.68,7.65,1.15,4.06,6.5,86.32,33.59,52.73,13.07,6.9,6.45,2.26,3.02,68.3,CO407Dave,CO407Dave.Sq,Sequim,71,88
3605,73,2016_Sq_33,2016,Sq,33,WWA15FS28,104,Sq.104.FS28,1.25,0.33,7.94,3.6,3.85,13.13,3.68,0,5.35,4.18,1.92,4.52,2.26,3.76,6.1,2.76,3.85,0.17,0.08,5.69,2.59,7.44,1.25,4.18,6.61,85.7,33.62,52.08,11.96,6.98,6.17,2.09,3.03,69.77,FS28,FS28.Sq,Sequim,73,89
3621,89,2016_Sq_93,2016,Sq,93,WWA15FS78,107,Sq.107.FS78,1.18,0.59,7.91,3.45,3.62,13.05,3.62,0,5.13,4.12,1.85,4.71,2.02,3.96,6.06,2.69,3.79,0.17,0.08,5.3,2.53,7.15,1.01,3.87,6.48,83.99,32.83,51.16,11.88,6.65,7.19,2.71,2.96,68.61,FS78,FS78.Sq,Sequim,80,90
3604,72,2016_Sq_32,2016,Sq,32,WWA15FS27,104,Sq.104.FS27,1.4,0.35,7.62,3.42,3.59,12.61,3.85,0,5.52,4.2,1.84,4.73,2.28,3.85,6.04,2.71,3.85,0.18,0.09,5.69,2.63,7.71,0.96,4.12,6.57,85.12,33.45,51.67,11.42,6.79,5.99,2.04,2.93,70.83,FS27,FS27.Sq,Sequim,81,91
3606,74,2016_Sq_43,2016,Sq,43,Cherry Vanilla,0,Sq.0.Cherry Vanilla,1.4,0.7,7.6,3.41,3.49,11.97,3.67,0,5.41,4.19,1.83,4.72,2.1,3.84,6.03,2.71,3.76,0.09,0.09,5.59,2.53,7.42,1.14,3.93,6.46,83.69,33.12,50.57,11.45,6.97,6.82,1.92,2.76,70.08,Cherry Vanilla,Cherry Vanilla.Sq,Sequim,82,92
3595,63,2016_Sq_105,2016,Sq,105,WWA15FS88,104,Sq.104.FS88,1.39,0.35,7.49,3.4,3.66,12.54,3.92,0,5.4,4.09,1.74,4.53,2.09,3.83,6.01,2.61,3.75,0.09,0.09,5.57,2.53,7.23,1.22,3.83,6.36,83.53,32.93,50.6,11.48,6.86,5.99,2.29,2.89,70.49,FS88,FS88.Sq,Sequim,84,93
3597,65,2016_Sq_12,2016,Sq,12,WWA15FS11,108,Sq.108.FS11,1.21,0.57,7.51,3.39,3.55,12.04,3.63,0,5.33,4.04,1.78,4.6,2.18,3.8,5.98,2.67,3.72,0.08,0.08,5.57,2.5,7.27,1.13,3.96,6.38,82.63,32.87,49.76,12.38,7.04,5.71,2.02,2.97,69.88,FS11,FS11.Sq,Sequim,86,94
3616,84,2016_Sq_77,2016,Sq,77,WWA15FS65,107,Sq.107.FS65,1.05,0.4,7.74,3.39,3.63,13.71,3.55,0,5.24,4.03,1.85,4.52,2.1,3.87,5.97,2.5,3.71,0.16,0.08,5.24,2.58,7.5,1.05,3.95,6.21,83.87,32.43,51.44,12.4,7.02,6,3.94,3.07,67.57,FS65,FS65.Sq,Sequim,87,95
3610,78,2016_Sq_54,2016,Sq,54,WWA15FS45,104,Sq.104.FS45,1.26,0.5,7.62,3.43,3.43,12.98,3.52,0,5.36,4.1,1.84,4.61,2.18,3.85,5.95,2.6,3.69,0.08,0.08,5.61,2.51,7.2,1.17,4.02,6.28,83.57,33,50.57,11.94,7.03,6.06,2.13,2.76,70.08,FS45,FS45.Sq,Sequim,89,96
3599,67,2016_Sq_23,2016,Sq,23,WWA15FS20,104,Sq.104.FS20,1.36,0.42,7.37,3.31,3.47,12.71,3.81,0,5.25,4.07,1.78,4.49,2.12,3.81,5.93,2.63,3.64,0.17,0.08,5.42,2.54,7.37,1.1,3.9,6.27,82.85,32.36,50.49,11.8,6.91,6.4,1.99,3.11,69.79,FS20,FS20.Sq,Sequim,91,97
3615,83,2016_Sq_70,2016,Sq,70,WWA15FS59,104,Sq.104.FS59,1.23,0.33,7.48,3.37,3.54,12.83,3.45,0,5.26,4.03,1.81,4.52,2.06,3.78,5.84,2.63,3.62,0.08,0.08,5.51,2.55,7.24,1.23,3.87,6.25,82.47,32.48,49.99,12.16,6.97,6.17,2.07,2.82,69.81,FS59,FS59.Sq,Sequim,95,98
3612,80,2016_Sq_62,2016,Sq,62,WWA15FS52,102,Sq.102.FS52,1.17,0.5,7.2,3.18,3.51,12.64,3.35,0,5.1,3.85,1.67,4.35,1.92,3.68,5.69,2.51,3.6,0.17,0.08,5.19,2.43,6.95,1.17,3.6,6.11,79.91,31.21,48.7,11.95,7.08,5.79,1.97,2.76,70.45,FS52,FS52.Sq,Sequim,98,99
3598,66,2016_Sq_20,2016,Sq,20,WWA15FS17,102,Sq.102.FS17,1.31,0.41,7.13,3.2,3.36,11.23,3.36,0,5.08,3.93,1.56,4.34,1.89,3.61,5.66,2.46,3.52,0.08,0.08,5.25,2.38,6.8,1.23,3.44,5.98,77.87,31.08,46.79,12.2,6.86,6.38,2.15,2.85,69.56,FS17,FS17.Sq,Sequim,99,100
