"ID","His_Score","Ile_Score","Leu_Score","Lys_Score","SAA_Score","AAA_Score","Thr_Score","Trp_Score","Val_Score","His_Lim","Ile_Lim","Leu_Lim","Lys_Lim","SAA_Lim","AAA_Lim","Thr_Lim","Trp_Lim","Val_Lim","Limiting_AA","Limiting_AA_Score","PDCAAS"
"Quil.104.FS59",1.305,1.221875,0.934848484848485,1.03684210526316,1.39642857142857,1.23653846153846,1.17741935483871,1.22352941176471,1.0906976744186,".",".","LIMITING",".",".",".",".",".",".","Leu_Score",4,0.775924242424242
"Quil.102.FS76",1.265,1.2125,0.93030303030303,1.02982456140351,1.38571428571429,1.26730769230769,1.16451612903226,1.27058823529412,1.0906976744186,".",".","LIMITING",".",".",".",".",".",".","Leu_Score",4,0.772151515151515
"Quil.108.FS70",1.27,1.20625,0.928787878787879,1.02982456140351,1.47142857142857,1.28076923076923,1.15806451612903,1.23529411764706,1.1,".",".","LIMITING",".",".",".",".",".",".","Leu_Score",4,0.770893939393939
"Quil.104.FS75",1.33,1.221875,0.928787878787879,0.982456140350877,1.42857142857143,1.26346153846154,1.11612903225806,1.35294117647059,1.07441860465116,".",".","LIMITING","LIMITING",".",".",".",".",".","Leu_Score",4,0.770893939393939
"Quil.104.FS38",1.3,1.19375,0.924242424242424,0.98421052631579,1.39642857142857,1.23653846153846,1.12903225806452,0.858823529411765,1.06046511627907,".",".","LIMITING","LIMITING",".",".",".","LIMITING",".","Trp_Score",9,0.712823529411765
"Quil.104.FS21",1.25,1.196875,0.921212121212121,1.02280701754386,1.36785714285714,1.21730769230769,1.12903225806452,1.08235294117647,1.06511627906977,".",".","LIMITING",".",".",".",".",".",".","Leu_Score",4,0.764606060606061
"Quil.102.FS36",1.23,1.20625,0.918181818181818,1.01578947368421,1.37857142857143,1.21538461538462,1.16129032258065,1.14117647058824,1.06279069767442,".",".","LIMITING",".",".",".",".",".",".","Leu_Score",4,0.762090909090909
"Quil.107.FS7",1.245,1.18125,0.918181818181818,0.994736842105263,1.38571428571429,1.24230769230769,1.12258064516129,1.4,1.08604651162791,".",".","LIMITING","LIMITING",".",".",".",".",".","Leu_Score",4,0.762090909090909
"Quil.102.FS40",1.25,1.184375,0.912121212121212,1.01228070175439,1.35357142857143,1.24038461538462,1.10967741935484,1.11764705882353,1.06046511627907,".",".","LIMITING",".",".",".",".",".",".","Leu_Score",4,0.757060606060606
"Quil.104.FS73",1.26,1.196875,0.906060606060606,1,1.40357142857143,1.22307692307692,1.14516129032258,1.09411764705882,1.06511627906977,".",".","LIMITING","LIMITING",".",".",".",".",".","Leu_Score",4,0.752030303030303
"Quil.108.FS56",1.245,1.14375,0.893939393939394,0.97719298245614,1.425,1.21538461538462,1.1,1.17647058823529,1.04418604651163,".",".","LIMITING","LIMITING",".",".",".",".",".","Leu_Score",4,0.741969696969697
"Quil.104.FS53",1.265,1.2,0.886363636363636,0.980701754385965,1.37142857142857,1.20961538461538,1.1,1.34117647058824,1.03488372093023,".",".","LIMITING","LIMITING",".",".",".",".",".","Leu_Score",4,0.735681818181818
"Sq.102.FS8",1.425,1.3375,1.01363636363636,1.11052631578947,1.52857142857143,1.39038461538462,1.26774193548387,1.36470588235294,1.20232558139535,".",".",".",".",".",".",".",".",".","Leu_Score",4,0.841318181818182
"Sq.104.FS80",1.415,1.284375,0.986363636363636,1.05087719298246,1.52857142857143,1.33269230769231,1.18709677419355,1.30588235294118,1.17441860465116,".",".","LIMITING",".",".",".",".",".",".","Leu_Score",4,0.818681818181818
"Sq.0.Kaslaea",1.415,1.3,0.983333333333333,1.05263157894737,1.54642857142857,1.34423076923077,1.18064516129032,1.37647058823529,1.18139534883721,".",".","LIMITING",".",".",".",".",".",".","Leu_Score",4,0.816166666666667
"Sq.105.FS92",1.395,1.296875,0.974242424242424,0.978947368421053,1.51071428571429,1.31730769230769,1.1741935483871,1.2,1.14186046511628,".",".","LIMITING","LIMITING",".",".",".",".",".","Leu_Score",4,0.808621212121212
"Sq.108.FS42",1.39,1.31875,0.971212121212121,0.991228070175439,1.475,1.26538461538462,1.17096774193548,1.29411764705882,1.13720930232558,".",".","LIMITING","LIMITING",".",".",".",".",".","Leu_Score",4,0.806106060606061
"Sq.104.FS71",1.41,1.29375,0.962121212121212,1.05263157894737,1.47857142857143,1.28846153846154,1.16774193548387,1.44705882352941,1.12790697674419,".",".","LIMITING",".",".",".",".",".",".","Leu_Score",4,0.798560606060606
"Sq.108.FS86",1.365,1.253125,0.956060606060606,1.01754385964912,1.43214285714286,1.29423076923077,1.18387096774194,1.4,1.13023255813953,".",".","LIMITING",".",".",".",".",".",".","Leu_Score",4,0.793530303030303
"Sq.108.FS69",1.385,1.259375,0.953030303030303,1.02982456140351,1.46785714285714,1.30769230769231,1.16451612903226,1.37647058823529,1.13255813953488,".",".","LIMITING",".",".",".",".",".",".","Leu_Score",4,0.791015151515152
"Sq.108.FS26",1.355,1.271875,0.951515151515152,1.02631578947368,1.425,1.28846153846154,1.14838709677419,1.6,1.12325581395349,".",".","LIMITING",".",".",".",".",".",".","Leu_Score",4,0.789757575757576
"Sq.106.FS49",1.42,1.30625,0.95,0.929824561403509,1.38571428571429,1.22115384615385,1.08387096774194,1.23529411764706,1.0953488372093,".",".","LIMITING","LIMITING",".",".",".",".",".","Lys_Score",5,0.771754385964912
"Sq.108.FS81",1.32,1.25,0.95,1.03684210526316,1.46071428571429,1.29423076923077,1.1741935483871,1.38823529411765,1.14186046511628,".",".","LIMITING",".",".",".",".",".",".","Leu_Score",4,0.7885
"Sq.102.FS36",1.36,1.25,0.945454545454546,0.996491228070175,1.37142857142857,1.25961538461538,1.13548387096774,1.41176470588235,1.09767441860465,".",".","LIMITING","LIMITING",".",".",".",".",".","Leu_Score",4,0.784727272727273
